# Title : Profile directory file of the Argo Global Data Assembly Center
# Description : The directory file describes all individual profile files of the argo GDAC ftp site.
# Project : ARGO
# Format version : 2.0
# Date of update : 20080325215935
# FTP root number 1 : ftp://ftp.ifremer.fr/ifremer/argo/dac
# FTP root number 2 : ftp://usgodae.usgodae.org/pub/outgoing/argo/dac
# GDAC node : CORIOLIS
file,date,latitude,longitude,ocean,profiler_type,institution,date_update
aoml/5900060/profiles/R5900060_079.nc,20080321041751,16.458,111.205,P,846,AO,20080322102451
aoml/5900060/profiles/R5900060_081.nc,20080325041422,16.401,111.337,P,846,AO,20080325102346
aoml/5900133/profiles/R5900133_154.nc,20080316223505,-39.319,-113.998,P,851,AO,20080319101517
aoml/5900235/profiles/R5900235_183.nc,20080319000235,-39.035,93.289,I,846,AO,20080320101512
aoml/5900236/profiles/R5900236_183.nc,20080320171736,-20.587,58.431,I,846,AO,20080321101516
aoml/5900237/profiles/R5900237_183.nc,20080320031129,-25.266,90.959,I,846,AO,20080321101518
aoml/5900239/profiles/R5900239_183.nc,20080321061826,-37.251,97.722,I,846,AO,20080322101516
aoml/5900240/profiles/R5900240_183.nc,20080321164955,-27.303,81.658,I,846,AO,20080322101511
aoml/5900241/profiles/R5900241_183.nc,20080322042419,-30.85,79.334,I,846,AO,20080323101522
aoml/5900247/profiles/R5900247_180.nc,20080320203714,-63.817,-104.688,P,846,AO,20080322101519
aoml/5900252/profiles/R5900252_179.nc,20080322141321,-34.799,-76.586,P,846,AO,20080323101525
aoml/5900254/profiles/R5900254_175.nc,20080320153508,-20.325,87.627,I,846,AO,20080321101531
aoml/5900256/profiles/R5900256_175.nc,20080321100618,-16.119,104.966,I,846,AO,20080322101535
aoml/5900259/profiles/R5900259_175.nc,20080322113210,99999,99999, ,846,AO,20080323101533
aoml/5900260/profiles/R5900260_175.nc,20080322181208,-27.801,85.033,I,846,AO,20080323101536
aoml/5900261/profiles/R5900261_175.nc,20080323034235,-34.773,100.221,I,846,AO,20080324101524
aoml/5900414/profiles/R5900414_036.nc,20080323074443,-17.486,96.436,I,846,AO,20080324102434
aoml/5900424/profiles/R5900424_146.nc,20080323061154,18.279,-138.504,P,846,AO,20080324101533
aoml/5900425/profiles/R5900425_146.nc,20080323190012,17.012,-120.29,P,846,AO,20080324101536
aoml/5900426/profiles/R5900426_147.nc,20080323102109,11.479,-123.742,P,846,AO,20080324101538
aoml/5900427/profiles/R5900427_146.nc,20080324100805,16.668,-119.127,P,846,AO,20080325101514
aoml/5900435/profiles/R5900435_164.nc,20080322121427,8.645,-174.592,P,851,AO,20080323101621
aoml/5900443/profiles/R5900443_155.nc,20080319112517,-33.63,-172.962,P,851,AO,20080320101613
aoml/5900444/profiles/R5900444_149.nc,20080321081816,-48.374,-174.092,P,851,AO,20080322101630
aoml/5900446/profiles/R5900446_149.nc,20080321011031,-39.065,-161.549,P,851,AO,20080322101633
aoml/5900447/profiles/R5900447_149.nc,20080323203631,-37.228,-161.428,P,851,AO,20080325101611
aoml/5900458/profiles/R5900458_143.nc,20080323121311,-59.167,-98.723,P,846,AO,20080324101617
aoml/5900461/profiles/R5900461_132.nc,20080319014817,11.921,173.941,P,846,AO,20080320101622
aoml/5900469/profiles/R5900469_148.nc,20080317194108,-43.966,-148.665,P,851,AO,20080319101658
aoml/5900470/profiles/R5900470_148.nc,20080318000929,-41.286,-129.615,P,851,AO,20080319101701
aoml/5900520/profiles/R5900520_155.nc,20080322032613,-33.189,-160.418,P,851,AO,20080323101646
aoml/5900521/profiles/R5900521_155.nc,20080321143512,-35.656,-151.259,P,851,AO,20080323101649
aoml/5900522/profiles/R5900522_155.nc,20080321123916,-31.839,-146.153,P,851,AO,20080323101652
aoml/5900524/profiles/R5900524_155.nc,20080323192608,-35.726,-151.739,P,851,AO,20080325101538
aoml/5900525/profiles/R5900525_155.nc,20080324014130,-38.417,-158.019,P,851,AO,20080325101541
aoml/5900529/profiles/R5900529_154.nc,20080317175202,-33.559,-106.628,P,851,AO,20080319101639
aoml/5900530/profiles/R5900530_154.nc,20080317204248,-37.588,-110.882,P,851,AO,20080319101642
aoml/5900531/profiles/R5900531_154.nc,20080318043043,-35.211,-107.379,P,851,AO,20080319101645
aoml/5900534/profiles/R5900534_148.nc,20080318155201,-44.748,-118.084,P,851,AO,20080320101638
aoml/5900535/profiles/R5900535_148.nc,20080319201747,-44.176,-124.361,P,851,AO,20080321101646
aoml/5900537/profiles/R5900537_148.nc,20080321215211,-51.137,-94.622,P,851,AO,20080323101723
aoml/5900539/profiles/R5900539_133.nc,20080322143811,-7.159,-160.373,P,846,AO,20080323101630
aoml/5900542/profiles/R5900542_138.nc,20080324053144,-34.661,-118.159,P,846,AO,20080325101558
aoml/5900543/profiles/R5900543_138.nc,20080323143621,-37.994,-121.944,P,846,AO,20080324101703
aoml/5900544/profiles/R5900544_137.nc,20080322173404,-23.446,-161.694,P,846,AO,20080323101718
aoml/5900547/profiles/R5900547_137.nc,20080318001047,-37.214,-149.793,P,846,AO,20080319101647
aoml/5900548/profiles/R5900548_137.nc,20080320031525,-32.267,-177.051,P,846,AO,20080321101639
aoml/5900549/profiles/R5900549_137.nc,20080320182916,-29.665,-165.639,P,846,AO,20080321101634
aoml/5900550/profiles/R5900550_137.nc,20080321120943,-28.354,171.122,P,846,AO,20080322101623
aoml/5900552/profiles/R5900552_137.nc,20080323105904,-28.756,-178.559,P,846,AO,20080324101657
aoml/5900553/profiles/R5900553_137.nc,20080324034718,-31.477,-170.672,P,846,AO,20080325101555
aoml/5900559/profiles/R5900559_127.nc,20080324134941,-38.229,161.611,P,846,AO,20080325101622
aoml/5900560/profiles/R5900560_127.nc,20080322024329,-35.036,162.59,P,846,AO,20080323101733
aoml/5900562/profiles/R5900562_127.nc,20080323140548,-32.827,153.83,P,846,AO,20080324101741
aoml/5900563/profiles/R5900563_127.nc,20080322212017,-37.642,164.733,P,846,AO,20080324101746
aoml/5900564/profiles/R5900564_124.nc,20080322104019,-14.522,-126.47,P,846,AO,20080323101748
aoml/5900565/profiles/R5900565_124.nc,20080323212323,-16.392,-129.017,P,846,AO,20080325101626
aoml/5900566/profiles/R5900566_124.nc,20080319220255,-21.608,-132.234,P,846,AO,20080321101653
aoml/5900567/profiles/R5900567_124.nc,20080321002148,-16.884,-137.56,P,846,AO,20080322101700
aoml/5900569/profiles/R5900569_125.nc,20080318191843,-16.824,-160.047,P,846,AO,20080319101733
aoml/5900570/profiles/R5900570_125.nc,20080320085053,-16.258,-157.382,P,846,AO,20080321101659
aoml/5900571/profiles/R5900571_126.nc,20080320103341,-13.561,156.87,P,846,AO,20080321101650
aoml/5900573/profiles/R5900573_126.nc,20080322130819,-16.684,158.681,P,846,AO,20080323101741
aoml/5900576/profiles/R5900576_126.nc,20080319050751,-11.253,145.998,P,846,AO,20080320101701
aoml/5900577/profiles/R5900577_124.nc,20080318123535,-33.505,93.15,I,846,AO,20080319101828
aoml/5900578/profiles/R5900578_124.nc,20080318235837,-28.547,89.949,I,846,AO,20080320101744
aoml/5900579/profiles/R5900579_124.nc,20080319212738,-29.848,81.509,I,846,AO,20080320101746
aoml/5900580/profiles/R5900580_124.nc,20080319104707,-25.975,66.429,I,846,AO,20080320101749
aoml/5900581/profiles/R5900581_124.nc,20080320185520,-25.474,68.134,I,846,AO,20080321101732
aoml/5900582/profiles/R5900582_124.nc,20080320081659,-21.787,66.536,I,846,AO,20080321101739
aoml/5900583/profiles/R5900583_124.nc,20080318021309,-24.552,110.306,I,846,AO,20080319101833
aoml/5900584/profiles/R5900584_123.nc,20080318165542,17.506,-160.092,P,846,AO,20080319101815
aoml/5900586/profiles/R5900586_123.nc,20080318191343,-4.82,-170.906,P,846,AO,20080319101819
aoml/5900589/profiles/R5900589_122.nc,20080319202329,-21.562,-123.382,P,846,AO,20080320101656
aoml/5900590/profiles/R5900590_122.nc,20080321051016,-23.076,-134.224,P,846,AO,20080322101653
aoml/5900591/profiles/R5900591_122.nc,20080322122757,-23.903,-136.843,P,846,AO,20080323101755
aoml/5900595/profiles/R5900595_120.nc,20080318205942,-14.564,-175.533,P,846,AO,20080320101654
aoml/5900596/profiles/R5900596_120.nc,20080321212011,-27.226,166.46,P,846,AO,20080323101739
aoml/5900597/profiles/R5900597_120.nc,20080322223621,-18.014,147.872,P,846,AO,20080324101738
aoml/5900598/profiles/R5900598_120.nc,20080323221308,-24.75,162.037,P,846,AO,20080325101629
aoml/5900600/profiles/R5900600_116.nc,20080319051403,-15.225,71.311,I,846,AO,20080320101807
aoml/5900601/profiles/R5900601_140.nc,20080321025847,-40.57,167.758,P,851,AO,20080322101708
aoml/5900602/profiles/R5900602_140.nc,20080321194425,-36.074,157.436,P,851,AO,20080323101800
aoml/5900603/profiles/R5900603_140.nc,20080324215325,-18.135,161.746,P,851,AO,20080325101640
aoml/5900605/profiles/R5900605_140.nc,20080325040055,-40.783,161.922,P,851,AO,20080325101647
aoml/5900612/profiles/R5900612_138.nc,20080318172841,-17.83,-161.783,P,851,AO,20080320101713
aoml/5900620/profiles/R5900620_134.nc,20080319111117,-22.068,-153.161,P,851,AO,20080321101714
aoml/5900623/profiles/R5900623_133.nc,20080323152605,-18.498,-161.228,P,851,AO,20080325101649
aoml/5900624/profiles/R5900624_132.nc,20080318055621,-15.145,-176.765,P,851,AO,20080319101759
aoml/5900625/profiles/R5900625_133.nc,20080323170944,-19.907,-173.654,P,851,AO,20080325101652
aoml/5900632/profiles/R5900632_138.nc,20080318095443,-22.705,161.374,P,851,AO,20080319101802
aoml/5900633/profiles/R5900633_126.nc,20080323184123,-7.426,159.196,P,846,AO,20080324101620
aoml/5900635/profiles/R5900635_126.nc,20080323061829,29.668,-160.97,P,846,AO,20080324101812
aoml/5900636/profiles/R5900636_126.nc,20080321121924,29.922,-167.371,P,846,AO,20080322101720
aoml/5900638/profiles/R5900638_125.nc,20080321083924,28.486,-158.996,P,846,AO,20080322101722
aoml/5900644/profiles/R5900644_097.nc,20080322044418,-24.749,179.263,P,846,AO,20080323101829
aoml/5900645/profiles/R5900645_114.nc,20080323205619,2.36,175.351,P,846,AO,20080325101656
aoml/5900646/profiles/R5900646_121.nc,20080321090103,7.503,-123.108,P,846,AO,20080322101727
aoml/5900665/profiles/R5900665_123.nc,20080321174422,6.863,-175.619,P,846,AO,20080323101813
aoml/5900666/profiles/R5900666_123.nc,20080324120309,-12.044,177.086,P,846,AO,20080325101658
aoml/5900667/profiles/R5900667_122.nc,20080321000603,-2.125,-122.849,P,846,AO,20080322101731
aoml/5900668/profiles/R5900668_117.nc,20080320085511,1.241,-154.876,P,846,AO,20080321101718
aoml/5900671/profiles/R5900671_123.nc,20080321065359,7.496,174.909,P,846,AO,20080322101733
aoml/5900672/profiles/R5900672_123.nc,20080320162734,10.598,176.531,P,846,AO,20080321101721
aoml/5900674/profiles/R5900674_122.nc,20080319183129,31.442,-141.225,P,846,AO,20080321101723
aoml/5900679/profiles/R5900679_129.nc,20080318094947,-16.061,-146.998,P,851,AO,20080319101845
aoml/5900680/profiles/R5900680_129.nc,20080321083043,-14.166,-145.36,P,851,AO,20080322101803
aoml/5900683/profiles/R5900683_116.nc,20080319064813,-15.418,83.804,I,846,AO,20080320101809
aoml/5900684/profiles/R5900684_116.nc,20080319083304,-15.582,71.917,I,846,AO,20080320101812
aoml/5900687/profiles/R5900687_116.nc,20080321161751,-59.572,112.185,I,846,AO,20080322101813
aoml/5900689/profiles/R5900689_116.nc,20080321175150,-44.023,133.034,I,846,AO,20080322101819
aoml/5900695/profiles/R5900695_116.nc,20080321174925,-53.172,141.29,I,846,AO,20080322101822
aoml/5900696/profiles/R5900696_116.nc,20080321152032,-57.221,123.317,I,846,AO,20080322101828
aoml/5900698/profiles/R5900698_116.nc,20080322141751,-42.962,124.554,I,846,AO,20080323101907
aoml/5900700/profiles/R5900700_116.nc,20080321192826,-43.26,107.352,I,846,AO,20080322101816
aoml/5900701/profiles/R5900701_116.nc,20080321160841,-44.13,106.361,I,846,AO,20080322101818
aoml/5900702/profiles/R5900702_102.nc,20080323102843,-55.312,-90.547,P,846,AO,20080324101901
aoml/5900703/profiles/R5900703_102.nc,20080321060447,-62.503,-79.409,P,846,AO,20080322101832
aoml/5900704/profiles/R5900704_102.nc,20080320150538,-52.31,-105.737,P,846,AO,20080321101748
aoml/5900705/profiles/R5900705_101.nc,20080318060544,-50.412,-109.552,P,846,AO,20080319101909
aoml/5900708/profiles/R5900708_110.nc,20080319022842,25.985,-139.628,P,846,AO,20080320101735
aoml/5900709/profiles/R5900709_110.nc,20080319145939,24.792,-150.255,P,846,AO,20080320101737
aoml/5900711/profiles/R5900711_110.nc,20080318135001,27.486,-139.873,P,846,AO,20080319101807
aoml/5900712/profiles/R5900712_109.nc,20080319073524,-18.31,-148.441,P,846,AO,20080320101731
aoml/5900713/profiles/R5900713_109.nc,20080322080242,-23.151,-153.968,P,846,AO,20080323101816
aoml/5900714/profiles/R5900714_109.nc,20080323152759,-29.242,-163.715,P,846,AO,20080324101822
aoml/5900715/profiles/R5900715_109.nc,20080325024705,99999,99999, ,846,AO,20080325101701
aoml/5900716/profiles/R5900716_108.nc,20080320214844,-37.973,-153.476,P,846,AO,20080322101736
aoml/5900717/profiles/R5900717_108.nc,20080323022703,-48.076,-157.995,P,846,AO,20080324101825
aoml/5900718/profiles/R5900718_108.nc,20080324160427,-42.726,-149.105,P,846,AO,20080325101703
aoml/5900720/profiles/R5900720_108.nc,20080319134910,-55.156,-82.029,P,846,AO,20080320101733
aoml/5900721/profiles/R5900721_108.nc,20080321194900,-63.621,-83.159,P,846,AO,20080322101738
aoml/5900722/profiles/R5900722_108.nc,20080322202003,-58.136,-53.81,A,846,AO,20080323101826
aoml/5900724/profiles/R5900724_106.nc,20080325022044,-29.253,169.03,P,851,AO,20080325101737
aoml/5900727/profiles/R5900727_106.nc,20080319203713,-14.882,167.632,P,851,AO,20080321101754
aoml/5900730/profiles/R5900730_107.nc,20080322043632,-3.913,146.373,P,851,AO,20080323101920
aoml/5900732/profiles/R5900732_107.nc,20080318184040,17.723,165.241,P,851,AO,20080320101825
aoml/5900733/profiles/R5900733_107.nc,20080323125835,17.289,155.025,P,851,AO,20080325101739
aoml/5900734/profiles/R5900734_107.nc,20080322003405,12.595,158.45,P,851,AO,20080323101922
aoml/5900735/profiles/R5900735_107.nc,20080320231040,19.378,167.05,P,851,AO,20080322101845
aoml/5900736/profiles/R5900736_107.nc,20080319233216,21.581,175.123,P,851,AO,20080321101759
aoml/5900738/profiles/R5900738_107.nc,20080318204253,22.144,-173.797,P,851,AO,20080320101830
aoml/5900743/profiles/R5900743_109.nc,20080321020946,14.758,-166.52,P,851,AO,20080322101847
aoml/5900744/profiles/R5900744_109.nc,20080320162718,12.128,-159.898,P,851,AO,20080322101850
aoml/5900745/profiles/R5900745_109.nc,20080323061327,7.672,-138.356,P,851,AO,20080324101905
aoml/5900746/profiles/R5900746_109.nc,20080318133754,-5.257,-145.097,P,851,AO,20080319101920
aoml/5900748/profiles/R5900748_110.nc,20080323121227,-5.599,-178.908,P,851,AO,20080325101741
aoml/5900750/profiles/R5900750_106.nc,20080324104309,-28.061,158.747,P,851,AO,20080325101744
aoml/5900752/profiles/R5900752_110.nc,20080323074150,-21.061,-143.838,P,851,AO,20080324101910
aoml/5900753/profiles/R5900753_110.nc,20080322173905,-23.173,-149.262,P,851,AO,20080324101912
aoml/5900755/profiles/R5900755_110.nc,20080320164152,-25.416,-153.992,P,851,AO,20080322101852
aoml/5900756/profiles/R5900756_110.nc,20080319221038,-26.791,-158.467,P,851,AO,20080321101808
aoml/5900759/profiles/R5900759_110.nc,20080317131821,-29.601,-170.532,P,851,AO,20080319101924
aoml/5900763/profiles/R5900763_111.nc,20080321123735,-31.86,170.28,P,851,AO,20080323101931
aoml/5900766/profiles/R5900766_052.nc,20080322032515,-15.466,179.686,P,845,AO,20080323101941
aoml/5900767/profiles/R5900767_052.nc,20080320200142,-17.706,-177.571,P,845,AO,20080321101817
aoml/5900768/profiles/R5900768_052.nc,20080318204613,-18.011,-177.93,P,845,AO,20080319101937
aoml/5900771/profiles/R5900771_110.nc,20080317125519,-49.63,-109.591,P,851,AO,20080319101943
aoml/5900773/profiles/R5900773_111.nc,20080324225144,-41.048,-154.35,P,851,AO,20080325101748
aoml/5900775/profiles/R5900775_111.nc,20080323005535,-36.14,-165.85,P,851,AO,20080324101929
aoml/5900776/profiles/R5900776_111.nc,20080322080232,-44.267,-142.519,P,851,AO,20080323101950
aoml/5900777/profiles/R5900777_111.nc,20080321180314,-45.968,-151.986,P,851,AO,20080323101953
aoml/5900778/profiles/R5900778_111.nc,20080320182722,-44.147,-122.537,P,851,AO,20080322101916
aoml/5900779/profiles/R5900779_111.nc,20080319185229,-47.21,-117.582,P,851,AO,20080321101820
aoml/5900780/profiles/R5900780_111.nc,20080319073048,-45.789,-125.811,P,851,AO,20080320101843
aoml/5900781/profiles/R5900781_111.nc,20080318202348,-46.775,-104.072,P,851,AO,20080320101845
aoml/5900782/profiles/R5900782_111.nc,20080318021852,-52.407,-83.184,P,851,AO,20080319101949
aoml/5900827/profiles/R5900827_112.nc,20080325051311,-45.356,-32.295,A,851,AO,20080325101750
aoml/5900828/profiles/R5900828_112.nc,20080324183235,-46.47,-114.907,P,851,AO,20080325101754
aoml/5900829/profiles/R5900829_112.nc,20080324023404,-53.611,-46.966,A,851,AO,20080325101800
aoml/5900830/profiles/R5900830_112.nc,20080323102934,-52.733,-100.176,P,851,AO,20080324101934
aoml/5900831/profiles/R5900831_112.nc,20080323022956,-48.918,-122.854,P,851,AO,20080324101936
aoml/5900832/profiles/R5900832_112.nc,20080323130114,-43.88,-156.362,P,851,AO,20080325101803
aoml/5900833/profiles/R5900833_112.nc,20080321130415,-58.095,-122.261,P,851,AO,20080323101959
aoml/5900834/profiles/R5900834_112.nc,20080321073443,-54.378,-104.407,P,851,AO,20080322101920
aoml/5900835/profiles/R5900835_112.nc,20080320232741,-54.976,-99.617,P,851,AO,20080322101923
aoml/5900836/profiles/R5900836_112.nc,20080321073811,-45.637,-124.064,P,851,AO,20080322101925
aoml/5900838/profiles/R5900838_106.nc,20080322030910,5.838,-159.31,P,846,AO,20080323101831
aoml/5900840/profiles/R5900840_106.nc,20080325022115,-4.927,-171.464,P,846,AO,20080325101711
aoml/5900881/profiles/R5900881_106.nc,20080323045156,6.736,-139.239,P,846,AO,20080324101831
aoml/5900882/profiles/R5900882_106.nc,20080324101439,-4.117,-142.324,P,846,AO,20080325101713
aoml/5900883/profiles/R5900883_106.nc,20080320130513,7.881,-125.509,P,846,AO,20080321101727
aoml/5900884/profiles/R5900884_106.nc,20080319110513,10.385,-132.309,P,846,AO,20080320101739
aoml/5900887/profiles/R5900887_099.nc,20080323235800,31.86,-137.921,P,846,AO,20080325101707
aoml/5900889/profiles/R5900889_095.nc,20080318112223,-1.556,170.82,P,846,AO,20080319101810
aoml/5900890/profiles/R5900890_095.nc,20080319110411,6.485,-150.87,P,846,AO,20080320101741
aoml/5900893/profiles/R5900893_099.nc,20080321051258,-5.022,-133.58,P,846,AO,20080322101946
aoml/5900894/profiles/R5900894_102.nc,20080323021627,-66.182,-85.143,P,846,AO,20080324101859
aoml/5900895/profiles/R5900895_102.nc,20080324054816,-58.096,-77.756,P,846,AO,20080325101815
aoml/5900896/profiles/R5900896_102.nc,20080324205957,-53.919,-99.422,P,846,AO,20080325101805
aoml/5900897/profiles/R5900897_102.nc,20080321213036,-62.14,-88.262,P,846,AO,20080323102001
aoml/5900924/profiles/R5900924_102.nc,20080321060150,-5.951,70.387,I,846,AO,20080322101931
aoml/5900925/profiles/R5900925_102.nc,20080321081242,-6.494,66.835,I,846,AO,20080322101933
aoml/5900926/profiles/R5900926_102.nc,20080321080936,-8.266,74.008,I,846,AO,20080322101938
aoml/5900927/profiles/R5900927_102.nc,20080320044421,-0.444,66.03,I,846,AO,20080321101825
aoml/5900928/profiles/R5900928_101.nc,20080318221022,-40.791,-150.57,P,846,AO,20080320101814
aoml/5900929/profiles/R5900929_101.nc,20080319171028,-46.153,-157.475,P,846,AO,20080320101816
aoml/5900930/profiles/R5900930_101.nc,20080320150805,-55.142,-121.179,P,846,AO,20080321101750
aoml/5900931/profiles/R5900931_101.nc,20080321073951,-45.979,-139.074,P,846,AO,20080322101834
aoml/5900932/profiles/R5900932_101.nc,20080322040906,-55.969,-104.138,P,846,AO,20080323101910
aoml/5900933/profiles/R5900933_101.nc,20080322212116,-53.606,-109.208,P,846,AO,20080324101856
aoml/5900934/profiles/R5900934_101.nc,20080323045408,-42.398,-178.385,P,846,AO,20080324101943
aoml/5900937/profiles/R5900937_100.nc,20080318130421,-26.768,-173.24,P,846,AO,20080319101958
aoml/5900938/profiles/R5900938_100.nc,20080319234744,-20.553,-168.541,P,846,AO,20080321101836
aoml/5900939/profiles/R5900939_100.nc,20080321232631,-22.836,-164.833,P,846,AO,20080323102009
aoml/5900940/profiles/R5900940_100.nc,20080324055807,-28.422,-146.366,P,846,AO,20080325101807
aoml/5900942/profiles/R5900942_099.nc,20080318152230,-8.507,-167.542,P,846,AO,20080319101955
aoml/5900943/profiles/R5900943_099.nc,20080320085619,-3.191,-179.671,P,846,AO,20080321101838
aoml/5900944/profiles/R5900944_099.nc,20080321192857,4.82,-150.945,P,846,AO,20080322101944
aoml/5900945/profiles/R5900945_099.nc,20080320171721,-11.557,84.182,I,846,AO,20080321101826
aoml/5900946/profiles/R5900946_099.nc,20080320172723,-8.538,77.049,I,846,AO,20080321101834
aoml/5900947/profiles/R5900947_099.nc,20080325011925,16.648,-158.201,P,846,AO,20080325101809
aoml/5900951/profiles/R5900951_097.nc,20080322121835,10.157,-172.66,P,846,AO,20080323102014
aoml/5900952/profiles/R5900952_185.nc,20080321122041,20.756,-169.148,P,846,AO,20080322101909
aoml/5900955/profiles/R5900955_096.nc,20080318130327,-13.332,171.922,P,846,AO,20080319102003
aoml/5900956/profiles/R5900956_096.nc,20080319014305,-15.508,168.686,P,846,AO,20080320101853
aoml/5900957/profiles/R5900957_096.nc,20080321084508,-23.718,171.964,P,846,AO,20080322101942
aoml/5900960/profiles/R5900960_150.nc,20080324074716,22.08,-152.648,P,846,AO,20080325101858
aoml/5900961/profiles/R5900961_189.nc,20080322064315,57.735,-147.594,P,846,AO,20080323102202
aoml/5900963/profiles/R5900963_184.nc,20080318172331,46.953,-127.698,P,846,AO,20080319102323
aoml/5900963/profiles/R5900963_185.nc,20080323192747,46.881,-127.689,P,846,AO,20080324102141
aoml/5900964/profiles/R5900964_184.nc,20080319204743,46.827,-130.284,P,846,AO,20080320102111
aoml/5900964/profiles/R5900964_185.nc,20080325002912,46.822,-130.14,P,846,AO,20080325101958
aoml/5900965/profiles/R5900965_114.nc,20080320232924,-47.611,-164.277,P,846,AO,20080322102104
aoml/5900966/profiles/R5900966_115.nc,20080322192138,-45.323,-120.626,P,846,AO,20080324102100
aoml/5900969/profiles/R5900969_108.nc,20080317210444,23.045,175.32,P,851,AO,20080319102053
aoml/5900970/profiles/R5900970_108.nc,20080318020531,22.239,168.316,P,851,AO,20080319102055
aoml/5900971/profiles/R5900971_108.nc,20080318061211,19.348,159.728,P,851,AO,20080319102058
aoml/5900972/profiles/R5900972_108.nc,20080318170011,22.778,168.668,P,851,AO,20080320101918
aoml/5900973/profiles/R5900973_108.nc,20080319041702,19.549,160.734,P,851,AO,20080320101920
aoml/5900974/profiles/R5900974_108.nc,20080319111115,22.691,160.57,P,851,AO,20080321101917
aoml/5900975/profiles/R5900975_108.nc,20080318161715,23.372,152.587,P,851,AO,20080320101924
aoml/5900976/profiles/R5900976_108.nc,20080320090205,15.101,140.993,P,851,AO,20080321101919
aoml/5900977/profiles/R5900977_108.nc,20080319182602,16.292,150.051,P,851,AO,20080321101925
aoml/5900978/profiles/R5900978_108.nc,20080320104830,20.28,143.414,P,851,AO,20080321101927
aoml/5900979/profiles/R5900979_091.nc,20080318080558,-4.037,155.912,P,846,AO,20080319101812
aoml/5900980/profiles/R5900980_091.nc,20080319040540,5.283,175.614,P,846,AO,20080320101856
aoml/5900981/profiles/R5900981_096.nc,20080323075020,5.821,-170.347,P,846,AO,20080324101945
aoml/5900982/profiles/R5900982_096.nc,20080324074950,3.842,-177.177,P,846,AO,20080325101813
aoml/5900985/profiles/R5900985_094.nc,20080318034012,-6.732,163.916,P,846,AO,20080319102013
aoml/5900986/profiles/R5900986_091.nc,20080319235815,6.16,176.873,P,846,AO,20080321101840
aoml/5900988/profiles/R5900988_093.nc,20080323060310,-41.433,-131.711,P,851,AO,20080324102053
aoml/5900999/profiles/R5900999_093.nc,20080323012822,-39.06,-125.068,P,851,AO,20080324102055
aoml/5901001/profiles/R5901001_093.nc,20080321214035,-44.635,-118.016,P,851,AO,20080323102153
aoml/5901002/profiles/R5901002_093.nc,20080321232545,-46.563,-137.465,P,851,AO,20080323102159
aoml/5901003/profiles/R5901003_093.nc,20080321091709,-46.42,-109.982,P,851,AO,20080322102050
aoml/5901004/profiles/R5901004_093.nc,20080321110112,-43.64,-114.2,P,851,AO,20080322102052
aoml/5901005/profiles/R5901005_075.nc,20080319164458,12.906,-162.802,P,846,AO,20080321101934
aoml/5901007/profiles/R5901007_079.nc,20080320212631,26.481,-166.222,P,846,AO,20080322102016
aoml/5901008/profiles/R5901008_079.nc,20080319023436,36.442,-176.006,P,846,AO,20080320101942
aoml/5901009/profiles/R5901009_079.nc,20080319201411,29.672,-179.242,P,846,AO,20080321101937
aoml/5901011/profiles/R5901011_087.nc,20080318185819,6.238,-138.027,P,846,AO,20080319102111
aoml/5901012/profiles/R5901012_089.nc,20080322143130,5.511,-151.675,P,846,AO,20080323102125
aoml/5901014/profiles/R5901014_088.nc,20080323042808,-6.937,-121.521,P,846,AO,20080324102034
aoml/5901015/profiles/R5901015_088.nc,20080322172712,4.485,-130.513,P,846,AO,20080323102129
aoml/5901016/profiles/R5901016_082.nc,20080324053816,-8.491,-103.157,P,846,AO,20080325101846
aoml/5901017/profiles/R5901017_082.nc,20080324223244,-6.317,-104.301,P,846,AO,20080325101847
aoml/5901021/profiles/R5901021_082.nc,20080319014550,-7.106,-162.37,P,846,AO,20080320101949
aoml/5901022/profiles/R5901022_078.nc,20080324155202,-9.554,-155.45,P,846,AO,20080325101849
aoml/5901023/profiles/R5901023_079.nc,20080319042736,12.333,162.28,P,846,AO,20080320101951
aoml/5901024/profiles/R5901024_079.nc,20080321101008,-9.869,-179.424,P,846,AO,20080323102133
aoml/5901025/profiles/R5901025_079.nc,20080319040254,-4.781,-175.276,P,846,AO,20080320101953
aoml/5901026/profiles/R5901026_078.nc,20080324090121,-6.279,-145.567,P,846,AO,20080325101841
aoml/5901027/profiles/R5901027_071.nc,20080322081103,5.079,-163.127,P,846,AO,20080323102131
aoml/5901028/profiles/R5901028_092.nc,20080323222303,-41.228,178.465,P,851,AO,20080325101932
aoml/5901029/profiles/R5901029_092.nc,20080325003518,-38.522,-170.668,P,851,AO,20080325101934
aoml/5901030/profiles/R5901030_091.nc,20080318191343,-37.977,-162.355,P,851,AO,20080320102057
aoml/5901031/profiles/R5901031_091.nc,20080322025414,-37.984,-139.464,P,851,AO,20080323102252
aoml/5901033/profiles/R5901033_091.nc,20080323185259,-38.61,-130.795,P,851,AO,20080325101936
aoml/5901036/profiles/R5901036_021.nc,20080317210731,8.866,167.128,P,846,AO,20080319102540
aoml/5901039/profiles/R5901039_029.nc,20080320145109,-10.973,-135.259,P,846,AO,20080321102235
aoml/5901041/profiles/R5901041_030.nc,20080324072751,14.981,-162.522,P,846,AO,20080325102221
aoml/5901042/profiles/R5901042_114.nc,20080322043235,-40.102,-171.422,P,846,AO,20080323102214
