# Title : Trajectory directory file of the Argo global Data Assembly Center
# Description : The directory file describes all trajectory files of the argo GDAC ftp site.
# Project : ARGO
# Format version : 2.0
# Date of update : 20080326002327
# FTP root number 1 : ftp://ftp.ifremer.fr/ifremer/argo/dac
# FTP root number 2 : ftp://usgodae.usgodae.org/pub/outgoing/argo/dac
# GDAC node : CORIOLIS
file,latitude_max,latitude_min,longitude_max,longitude_min,profiler_type,institution,date_update
aoml/2900129/2900129_traj.nc,-63.477,-65.0333,120.352,118.284,846,AO,20080323102747
aoml/2900130/2900130_traj.nc,-64.39,-65.345,128,116.139,846,AO,20080321102335
aoml/2900131/2900131_traj.nc,-36.38,-36.752,-138.662,-141.413,846,AO,20080325102325
aoml/2900133/2900133_traj.nc,-35.247,-37.37,-165,-166.281,846,AO,20080321102336
aoml/2900146/2900146_traj.nc,37.351,31.397,168.046,141.613,846,AO,20080322101704
aoml/2900147/2900147_traj.nc,36.288,24.315,179.845,-179.997,846,AO,20080325101631
aoml/2900152/2900152_traj.nc,43.719,32.738,160.271,142.208,846,AO,20080324101751
aoml/2900157/2900157_traj.nc,34.921,27.36,151.471,139.456,846,AO,20080325101635
aoml/2900364/2900364_traj.nc,36.648,24.592,151.398,128.925,846,AO,20080324101601
aoml/2900368/2900368_traj.nc,36.491,24.567,163.331,130.667,846,AO,20080324101558
aoml/2900379/2900379_traj.nc,39.622,20.32,148.868,125.283,846,AO,20080323102237
aoml/2900380/2900380_traj.nc,21.759,18.233,132.397,124.204,846,AO,20080324102116
aoml/2900383/2900383_traj.nc,26.32,21.136,127.231,122.109,846,AO,20080325101929
aoml/2900385/2900385_traj.nc,27.903,21.677,130.101,122.673,846,AO,20080325102142
aoml/2900387/2900387_traj.nc,24.484,21.187,127.361,123.187,846,AO,20080325102144
aoml/2900388/2900388_traj.nc,25.169,21.5,130.567,123.374,846,AO,20080325102147
aoml/2900389/2900389_traj.nc,35.34,24.6667,167.835,123.272,846,AO,20080324102311
aoml/2900392/2900392_traj.nc,14.656,10.767,52.176,44.698,846,AO,20080324101604
aoml/2900394/2900394_traj.nc,21.055,15.17,67.483,53.052,846,AO,20080324101554
aoml/2900398/2900398_traj.nc,12.116,4.001,67.058,58.243,846,AO,20080325101522
aoml/2900401/2900401_traj.nc,22.61,17.016,132.197,121.747,846,AO,20080324102118
aoml/2900472/2900472_traj.nc,42.117,34.256,160.197,142.378,846,AO,20080322101948
aoml/2900473/2900473_traj.nc,38.461,31.522,167.641,142.33,846,AO,20080323102026
aoml/2900474/2900474_traj.nc,39.034,32.306,159.773,142.69,846,AO,20080323102030
aoml/2900475/2900475_traj.nc,34.059,26.644,146.378,134.35,846,AO,20080323102034
aoml/2900476/2900476_traj.nc,36.248,30.096,174.516,142.182,846,AO,20080323102038
aoml/2900477/2900477_traj.nc,36.497,31.799,159.19,141.924,846,AO,20080323102041
aoml/2900480/2900480_traj.nc,42.946,38.8,154.048,143.783,846,AO,20080321101851
aoml/2900481/2900481_traj.nc,41.342,38.292,162.667,146.843,846,AO,20080321101854
aoml/2900482/2900482_traj.nc,41.555,38.662,159.657,147.961,846,AO,20080321101857
aoml/2900483/2900483_traj.nc,40.855,35.933,167.658,147.779,846,AO,20080321101900
aoml/2900484/2900484_traj.nc,36.396,30.748,167.839,142.782,846,AO,20080324101950
aoml/2900485/2900485_traj.nc,37.998,31.596,177.004,141.999,846,AO,20080325101817
aoml/2900487/2900487_traj.nc,34.88,27.092,147.12,137.819,846,AO,20080321101903
aoml/2900488/2900488_traj.nc,37.249,30.079,166.654,144.628,846,AO,20080323102050
aoml/2900489/2900489_traj.nc,38.988,31.06,155.935,144.991,846,AO,20080323102054
aoml/2900491/2900491_traj.nc,43.422,30.66,156.453,144.586,846,AO,20080325101820
aoml/2900492/2900492_traj.nc,74.934,29.371,172.712,132.161,846,AO,20080322101958
aoml/2900499/2900499_traj.nc,39.881,27.907,167.661,143.63,846,AO,20080322102001
aoml/2900500/2900500_traj.nc,40.694,30.755,161.469,142.533,846,AO,20080324102005
aoml/2900501/2900501_traj.nc,32.514,26.917,146.382,132.25,846,AO,20080325101823
aoml/2900502/2900502_traj.nc,40.199,29.918,154.495,140.018,846,AO,20080325101827
aoml/2900503/2900503_traj.nc,42.935,33.1908,155.383,143.368,846,AO,20080324102008
aoml/2900504/2900504_traj.nc,35.676,29.283,147.08,139.005,846,AO,20080323102101
aoml/2900505/2900505_traj.nc,36.333,28.187,161.702,144.548,846,AO,20080324102012
aoml/2900506/2900506_traj.nc,34.343,28.466,171.434,160.065,846,AO,20080320101933
aoml/2900507/2900507_traj.nc,33.427,28.163,171.788,161.431,846,AO,20080320101935
aoml/2900508/2900508_traj.nc,17.69,14.896,-121.965,-128.067,846,AO,20080325101844
aoml/2900509/2900509_traj.nc,19.772,15.69,-154.723,-159.613,846,AO,20080319102113
aoml/2900510/2900510_traj.nc,31.401,26.251,171.947,142.814,846,AO,20080320101937
aoml/2900512/2900512_traj.nc,39.261,21.448,178.635,120.776,846,AO,20080323102454
aoml/2900620/2900620_traj.nc,25.021,23.233,65.49,59.5,846,AO,20080324102355
aoml/2900621/2900621_traj.nc,25.08,22.99,61.468,57.295,846,AO,20080324102405
aoml/2900623/2900623_traj.nc,25.243,22.478,60.553,57.505,846,AO,20080324102408
aoml/2900797/2900797_traj.nc,21.5,16.875,130.103,122.929,846,AO,20080324102411
aoml/2900799/2900799_traj.nc,32.941,24.719,140.025,113.064,846,AO,20080321102244
aoml/2900800/2900800_traj.nc,23.279,8.131,155.774,80.895,846,AO,20080325102237
aoml/2900801/2900801_traj.nc,20.971,14.553,120.143,109.051,846,AO,20080325102239
aoml/2900802/2900802_traj.nc,25.208,23.706,61.372,58.267,846,AO,20080325102348
aoml/2900803/2900803_traj.nc,24.601,22.57,60.594,59.383,846,AO,20080324102521
aoml/2900804/2900804_traj.nc,25.214,24.05,59.198,57.495,846,AO,20080324102522
aoml/2900805/2900805_traj.nc,24.9,23.587,58.954,57.409,846,AO,20080325102349
aoml/3900095/3900095_traj.nc,-1.135,-5.792,-98.286,-142.819,846,AO,20080320101517
aoml/3900096/3900096_traj.nc,4.075,-6.481,-66.647,-133.998,846,AO,20080320101520
aoml/3900097/3900097_traj.nc,-4.029,-32.072,-92.967,-129.992,846,AO,20080319101533
aoml/3900098/3900098_traj.nc,-4.928,-7.29,-89.774,-104.642,846,AO,20080319101536
aoml/3900101/3900101_traj.nc,7.617,-0.203333,-82.776,-108.006,846,AO,20080321101523
aoml/3900102/3900102_traj.nc,-1.17333,-4.264,179.421,-179.728,846,AO,20080320101525
aoml/3900103/3900103_traj.nc,7.355,1.601,-99.05,-115.207,846,AO,20080321101526
aoml/3900104/3900104_traj.nc,20.809,1.417,-85.481,-171.514,846,AO,20080322101508
aoml/3900105/3900105_traj.nc,9.052,2.162,-114.002,-136.229,846,AO,20080322101527
aoml/3900145/3900145_traj.nc,-2.487,-10.476,-8.61,-33.912,851,AO,20080325101517
