2900193,0,0,76,0,0
2900236,1,0,141,0,0
2900237,1,0,140,0,0
2900455,1,0,168,0,0
2900456,1,0,174,0,0
3900082,1,0,98,0,0
3900083,1,0,93,0,0
3900084,1,0,111,0,0
3900085,1,0,124,0,0
3900086,1,0,138,0,0
3900087,1,0,87,0,0
4900071,0,3,145,0,0
4900072,0,0,164,0,0
4900073,0,3,147,0,0
4900074,1,0,137,0,0
4900075,1,0,113,0,0
4900076,1,0,129,0,0
4900077,1,0,60,0,0
4900078,1,0,126,0,0
4900079,0,0,0,0,0
4900081,0,0,1,0,0
4900082,1,0,100,0,0
4900083,1,0,124,0,0
4900084,1,0,86,0,0
4900085,1,0,30,0,0
4900101,0,4,118,0,0
4900102,0,0,48,0,0
4900103,0,0,86,0,0
4900104,0,0,116,0,0
4900105,0,0,84,0,0
4900106,0,0,34,0,0
4900107,0,0,86,0,0
4900108,0,0,98,0,0
4900109,0,0,85,0,0
4900110,0,0,19,0,0
4900111,0,0,10,0,0
4900112,0,0,72,0,0
4900113,0,0,109,0,0
4900114,0,0,0,0,0
4900115,0,0,2,0,0
4900116,0,0,143,0,0
4900117,1,0,94,0,0
4900118,0,0,58,0,0
4900119,0,0,116,0,0
4900120,1,0,112,0,0
4900121,1,0,127,0,0
4900122,1,0,132,0,0
4900123,1,0,108,0,0
4900124,1,0,183,0,0
4900125,1,0,95,0,0
4900126,1,0,108,0,0
4900127,1,0,107,0,0
4900128,0,0,141,0,0
4900129,0,0,25,0,0
4900130,0,0,100,0,0
4900131,0,0,118,0,0
4900132,0,0,10,0,0
4900133,0,0,119,0,0
4900134,0,0,75,0,0
4900135,0,0,47,0,0
4900136,0,0,119,0,0
4900227,0,0,141,0,0
4900233,0,0,108,0,0
4900234,1,0,70,0,0
4900235,1,0,76,0,0
4900236,0,0,55,0,0
4900238,0,16,144,0,0
4900239,0,0,100,0,0
4900240,1,0,91,0,0
4900243,0,0,9,0,0
4900244,0,0,85,0,0
4900245,0,0,138,0,0
4900246,1,0,110,0,0
4900248,0,0,104,0,0
4900249,0,0,100,0,0
4900250,0,0,117,0,0
4900254,1,0,86,0,0
4900255,1,0,70,0,0
4900256,1,0,66,0,0
4900257,0,0,68,0,0
4900398,1,0,41,0,0
4900399,1,0,62,0,0
4900400,1,0,138,0,0
4900401,0,0,73,0,0
4900402,1,0,36,0,0
4900403,0,0,72,0,0
4900404,1,0,109,0,0
4900405,0,0,91,0,0
4900406,1,0,91,0,0
4900407,0,0,42,0,0
4900408,1,0,13,0,0
4900409,0,1,65,0,0
4900410,0,0,2,0,0
4900411,0,0,61,0,0
4900412,1,0,58,0,0
4900413,0,0,64,0,0
4900414,1,0,9,0,0
4900415,0,0,79,0,0
4900416,0,0,61,0,0
4900417,1,0,95,0,0
4900418,0,0,2,0,0
4900419,0,0,47,0,0
4900420,0,0,68,0,0
4900421,0,0,16,0,0
4900422,0,0,42,0,0
4900423,0,0,27,0,0
4900490,1,0,177,0,0
4900491,1,0,176,0,0
4900492,1,0,163,0,0
4900493,1,0,176,0,0
4900494,1,0,152,0,152
4900495,1,0,158,0,0
4900496,1,117,137,0,0
4900497,1,0,103,103,0
4900498,1,0,13,0,0
4900499,1,0,200,0,0
4900500,1,22,188,0,0
4900501,1,0,114,0,0
4900502,1,0,201,0,0
4900503,1,0,193,0,0
4900504,1,0,192,0,0
4900505,1,0,209,0,0
4900506,1,21,184,0,0
4900507,1,16,184,0,0
4900508,1,0,128,0,0
4900509,1,5,204,0,0
4900512,0,79,114,0,0
4900513,1,0,179,0,0
4900514,1,31,199,0,0
4900515,1,42,200,0,0
4900516,1,0,141,0,0
4900517,0,0,15,0,0
4900518,1,1,234,0,0
4900519,0,4,107,0,0
4900520,0,44,109,0,0
4900521,0,61,109,0,0
4900522,1,7,170,0,0
4900523,1,0,124,124,0
4900524,0,0,6,6,0
4900525,1,0,115,0,0
4900526,0,1,66,0,0
4900527,0,0,0,0,0
4900528,1,0,133,0,0
4900529,0,0,0,0,0
4900531,0,5,143,0,0
4900532,0,0,132,0,0
4900534,0,33,97,0,0
4900535,0,44,97,0,0
4900536,0,1,57,0,0
4900537,0,15,117,0,0
4900538,0,4,40,0,0
4900539,1,0,33,0,0
4900627,1,8,164,172,0
4900628,1,90,73,0,0
4900629,1,0,144,0,0
4900630,1,93,114,0,0
4900631,1,26,181,0,0
4900632,1,0,195,0,0
4900633,1,0,167,0,0
4900634,1,0,152,0,0
4900635,1,0,195,0,0
4900636,1,52,128,0,0
4900637,0,94,70,164,0
4900676,1,91,101,0,0
4900677,1,0,69,0,0
4900678,1,24,155,0,0
4900679,1,37,154,0,0
4900680,1,0,170,0,0
4900681,1,0,190,0,0
4900682,1,0,178,0,0
4900683,1,2,182,0,0
4900733,1,12,179,0,0
4900734,1,0,189,0,0
4900735,1,12,191,0,0
4900736,1,0,219,0,0
4900737,1,38,191,0,0
4900738,1,27,161,0,0
4900739,1,28,90,0,0
4900740,1,51,185,0,0
4900741,1,46,166,0,0
4900742,1,43,191,0,0
4900865,0,0,11,0,0
4900866,1,66,153,0,0
4900867,1,0,202,0,0
4900868,1,25,155,0,0
4900869,1,0,179,179,0
4900870,0,65,69,134,0
4900871,1,9,151,160,0
4900872,1,13,150,163,0
4900873,1,17,177,194,0
4900874,1,18,150,168,0
4900875,1,9,132,0,0
4900876,0,2,169,0,0
4900877,0,76,57,0,0
4900878,1,0,159,0,0
4900879,0,69,80,149,0
4900880,0,21,24,45,0
4900881,1,0,159,159,0
4900882,1,0,167,0,167
4900883,1,6,167,173,0
4901064,1,73,115,0,0
4901065,1,77,108,0,0
4901066,1,46,6,0,0
4901067,1,8,7,0,0
4901068,0,11,0,0,0
4901069,1,20,130,0,0
4901070,1,64,114,0,0
4901071,1,47,7,0,0
4901072,1,82,108,0,0
4901073,1,62,127,0,0
4901074,1,55,115,0,0
4901075,1,33,102,0,0
4901076,1,0,143,0,0
4901077,0,31,0,0,0
4901078,1,0,182,0,0
4901079,1,50,131,0,0
4901080,1,16,149,0,0
4901081,1,3,107,0,0
4901082,1,13,119,0,0
4901083,1,76,124,0,0
4901084,1,74,119,0,0
4901085,0,154,0,0,0
4901086,1,0,168,0,0
4901087,0,155,0,0,0
4901088,1,19,50,0,0
4901089,0,126,0,0,0
4901090,0,1,0,0,0
4901091,1,39,102,0,0
4901092,1,2,157,0,0
4901093,1,0,152,0,0
4901094,0,100,0,0,0
4901095,0,24,0,0,0
4901096,1,76,147,0,0
4901097,0,3,0,0,0
4901098,0,140,0,0,0
4901099,0,147,0,0,0
4901100,0,135,0,0,0
4901101,1,50,111,0,0
4901102,1,0,171,0,0
4901103,1,0,153,0,0
4901104,1,0,127,0,0
4901105,1,0,245,0,0
4901106,0,135,0,0,0
4901107,0,135,0,0,0
4901108,1,11,61,0,0
4901109,1,0,232,0,0
4901110,1,0,29,0,0
4901111,1,0,145,0,0
4901112,0,163,0,0,0
4901113,1,0,90,0,0
4901114,1,0,97,0,0
4901115,1,0,94,0,0
4901116,1,0,191,0,0
4901117,1,0,180,0,0
4901118,1,0,175,0,0
4901119,1,0,132,0,0
4901120,1,0,143,0,0
4901121,1,0,151,0,0
4901122,1,0,189,0,0
4901123,1,0,117,0,0
4901124,1,0,103,0,0
4901125,1,0,110,0,0
4901126,1,0,197,0,0
4901127,1,0,191,0,0
4901128,1,0,190,0,0
4901129,1,0,171,0,0
4901130,1,0,65,0,0
4901131,1,0,92,0,0
4901132,1,0,139,0,0
4901133,1,0,198,0,0
4901134,1,0,90,90,0
4901135,1,0,81,81,0
4901136,1,0,144,144,0
4901137,1,0,120,0,120
4901138,1,0,146,0,0
4901139,1,68,61,129,0
4901140,1,0,149,0,149
4901141,1,0,31,0,31
4901142,1,0,82,82,0
4901143,1,0,121,0,0
4901144,1,0,152,0,0
4901145,1,0,150,0,0
4901146,1,0,153,0,0
4901147,1,0,160,0,0
4901148,1,0,159,0,0
4901149,1,0,146,0,0
4901150,1,0,104,0,0
4901151,1,0,118,0,0
4901152,1,0,136,0,0
4901153,1,0,72,0,0
4901154,1,0,107,0,0
4901155,0,94,0,0,0
4901156,1,0,110,0,0
4901157,1,0,98,0,0
4901158,1,0,32,0,0
4901159,1,0,113,0,0
4901160,1,0,108,0,0
4901161,1,0,98,0,0
4901162,1,0,154,0,0
4901163,1,0,67,0,0
4901164,1,60,39,0,0
4901165,1,0,93,0,0
4901166,1,0,75,0,0
4901167,1,0,124,0,0
4901168,1,0,114,0,0
4901169,1,0,94,0,0
4901170,1,0,84,0,0
4901171,1,0,72,0,0
4901172,1,0,114,0,0
4901173,1,0,79,0,0
4901174,1,0,68,0,0
4901175,1,0,71,0,0
4901176,0,7,0,0,0
4901177,1,0,99,0,0
4901178,1,0,63,0,0
4901179,1,0,94,0,0
4901180,1,30,178,0,0
4901181,0,3,0,0,0
4901182,0,9,0,0,0
4901183,0,23,0,0,0
4901184,0,0,0,0,0
4901185,1,0,249,0,0
4901186,1,67,182,0,0
4901187,1,29,181,0,0
4901188,1,0,161,0,0
4901189,1,2,19,0,0
4901190,1,0,85,0,0
4901191,1,60,190,0,0
4901192,1,5,162,0,0
4901193,1,1,133,0,0
4901194,1,0,562,0,0
4901195,1,55,156,0,0
4901196,0,25,0,0,0
4901197,0,0,0,0,0
4901198,1,1,177,0,0
4901199,0,85,0,0,0
4901200,0,80,0,0,0
4901201,1,4,106,0,0
4901202,0,74,0,0,0
4901203,0,6,0,0,0
4901729,1,68,149,0,0
4901730,0,166,0,0,0
4901731,1,0,181,0,0
4901732,1,11,176,0,0
4901733,1,48,187,0,0
4901734,1,41,186,0,0
4901735,1,35,163,0,0
4901736,1,8,180,0,0
4901737,1,34,180,0,0
4901738,0,1,0,0,0
4901739,0,62,0,0,0
4901740,1,98,166,0,0
4901741,0,104,0,0,0
4901742,0,236,0,0,0
4901743,0,10,0,0,0
4901744,1,30,120,0,0
4901745,1,38,158,0,0
4901746,0,30,0,0,0
4901747,1,121,158,0,0
4901748,1,4,128,0,0
4901749,1,0,15,0,0
4901750,1,1,126,0,0
4901751,1,0,120,0,0
4901752,1,1,124,0,0
4901753,0,94,0,0,0
4901754,0,3,0,0,0
4901755,1,0,195,0,0
4901756,0,1,0,0,0
4901757,0,0,0,0,0
4901758,0,28,0,0,0
4901759,0,8,0,0,0
4901760,0,0,0,0,0
4901761,0,1,0,0,0
4901762,0,134,0,0,0
4901763,0,154,0,0,0
4901764,0,7,0,0,0
4901765,0,232,0,0,0
4901766,0,193,0,0,0
4901767,1,5,145,0,0
4901768,0,204,0,0,0
4901769,0,179,0,0,0
4901770,0,26,0,0,0
4901771,0,17,0,0,0
4901772,1,60,95,0,0
4901773,0,1,0,0,0
4901774,1,0,172,0,0
4901775,1,0,31,0,0
