PLATFORM_CODE,PARAMETER_NAME,START_DATE,END_DATE,QUALITY_CODE,COMMENT,DAC
5903660,PSAL,20120130,,3,now dead - waiting for DMQC,CS
5903665,PSAL,20160303,,3,Very low salinity,CS
5903700,PSAL,20120217,,3,spikey salinity - still alive,CS
5903707,PSAL,20111111,20111130,3,Spikely salinity for first three profiles - then OK - still alive,CS
5903914,PSAL,20150720,,3,Salinity drift from profile 134,CS
7900325,PSAL,20110309,,3,severe and persistent fresh offset.,CS
7900620,PSAL,20160505,,3,cracked cell probably,CS
2901157,PRES,20091027,,4,pressure sensor problem,HZ
2901157,PSAL,20091027,,4,pressure sensor problem,HZ
2901157,TEMP,20091027,,4,pressure sensor problem,HZ
2901179,PSAL,20090709,,4,sensor problem,HZ
2901486,PRES,20110513,,4,sensor problem,HZ
2901486,PSAL,20110513,,4,sensor problem,HZ
2901486,TEMP,20110513,,4,sensor problem,HZ
2901489,PSAL,20120904,,4,sensor problem,HZ
2901512,PSAL,20111114,,4,sensor problem,HZ
2901549,PSAL,20150909,,4,sensor problem,HZ
2902548,PSAL,20120225,,4,sensor problem,HZ
2902586,PSAL,20160221,,4,sensor problem,HZ
2902588,PSAL,20150311,,3,sensor problem,HZ
2902590,PSAL,20140717,,3,sensor problem,HZ
2902606,PSAL,20150202,,3,sensor problem,HZ
2902611,PSAL,20160912,,4,sensor problem,HZ
2902670,PSAL,20150909,,4,sensor problem,HZ
1900135,PSAL,20040103,,4,VB 28/06/05,IF
1900135,TEMP,20040103,,4,VB 28/06/05,IF
1900275,PSAL,20031011,,4,CC 15/06/05,IF
1900275,TEMP,20031021,,4,CC 15/06/05,IF
1900276,PSAL,20031011,,4,CC 15/06/05,IF
1900276,TEMP,20031011,,4,CC 15/06/05,IF
1900277,PSAL,20041116,,4,VB 28/06/05,IF
1900277,TEMP,20041116,,4,VB 28/06/05,IF
1900278,PSAL,20041012,,4,VB 28/06/05,IF
1900278,TEMP,20041012,,4,VB 28/06/05,IF
1900616,PRES,20060511,,2,CC 20100723,IF
1900617,PRES,20060620,,2,CC 20100723,IF
1900618,PRES,20060511,,2,CC 20100723,IF
1900619,PRES,20061219,,2,CC 20100723,IF
1900620,PRES,20060511,,2,CC 20100723,IF
1901202,PSAL,20130701,,3,VB 20130719,IF
3900388,PSAL,20061216,,3,VB 23/01/07,IF
3901085,PSAL,20130113,,3,CC 25/07/13,IF
3901591,PSAL,20170410,,3,CL 20170612,IF
3901863,PSAL,20160824,,4,CL 20160928,IF
3901863,TEMP,20160824,,4,CL 20160928,IF
5902297,DOXY,20100729,,4,VB 20161018 demande C Lagadec,IF
5902300,DOXY,20110113,,4,VB 20161018 demande C Lagadec,IF
6900169,PSAL,20021113,,3,CC 25/02/04,IF
6900359,PSAL,20090115,,4,VB 20101022 beached float,IF
6900359,TEMP,20090115,,4,VB 20101022 beached float,IF
6900365,PSAL,20071206,,4,VB 20101022 beached float,IF
6900365,TEMP,20071206,,4,VB 20101022 beached float,IF
6900366,PSAL,20061005,,4,LPV 22/12/08,IF
6900366,TEMP,20061005,,4,LPV 22/12/08,IF
6900474,PSAL,20111001,,4,VB 20120127,IF
6900701,PSAL,20130308,,3,VB 20150703,IF
6900889,PSAL,20161127,,3,CL 20170110,IF
6901246,PSAL,20150101,,3,VB 20150605 biais 0.25 psu,IF
6901433,PSAL,20130214,,4,VB 20130219 decalage capteur CNDC,IF
6901449,PSAL,20141210,,3,CC 20150622,IF
6901449,TEMP,20141210,,3,CC 20150622,IF
6901509,PSAL,20160515,,3,CCG 20170531 Feedback altimetry CLS,IF
6901556,PSAL,20170703,,3,CP 20170726,IF
6901559,PSAL,20170612,,3,CL 20170705,IF
6901567,PSAL,20160922,,3,CC 20170110 feedback altimetry cls,IF
6901622,PSAL,20170126,,3,CCG 20170531 Feedback altimetry CLS,IF
6901623,PSAL,20170501,,3,CP 20170721,IF
6901661,PSAL,20160801,,3,VB 20160928 presentation V Guinehut ADMT,IF
6901698,PSAL,20170310,,3,CL 20170705,IF
6901700,PSAL,20150403,,3,VB 20150703,IF
6901701,PSAL,20161220,,3,CL 20170106,IF
6901708,PSAL,20161215,,3,CL 20170707,IF
6901713,PSAL,20170820,,3,CP 20170918 Derive,IF
6901719,PSAL,20161110,,3,CL 20170106,IF
6901742,PSAL,20161111,,3,CL 20170106,IF
6901743,PSAL,20170531,,3,CP 20170830 Derive,IF
6901837,PSAL,20161113,,3,CL 20170106,IF
6901838,PSAL,20160922,,3,CC 20170110 feedback altimetry cls,IF
6901846,PSAL,20160922,,3,CC 20170110 feedback altimetry cls,IF
6901855,PSAL,20160522,,3,CL 20170106,IF
6901860,PSAL,20160922,,3,CC 20170110 feedback altimetry cls,IF
6901874,TEMP,20161117,,3,CL 20170106,IF
6901889,PSAL,20160901,,3,CL 20170106,IF
6902023,PSAL,20160816,,3,CL 20170705,IF
6902023,TEMP,20160816,,3,CL 20170705,IF
6902579,PSAL,20150430,,3,CL 20170213 drift -0.1 PSU,IF
6902602,PSAL,20161012,,3,CL 20170106,IF
6902621,PSAL,20151117,,3,CL 20170213 drift -0.3 PSU,IF
6902624,PSAL,20161004,,3,CCG 20170531 Feedback altimetry CLS,IF
6902626,PSAL,20160901,,3,VB 20160915 drift de PSAL,IF
6902639,PSAL,20170515,,3,CL 20170704,IF
6902660,PSAL,20160831,,4,CL 20161005,IF
6902661,PSAL,20160922,,3,CC 20170110 feedback altimetry cls,IF
6902673,PSAL,20170612,,3,CP 20170713,IF
6902676,PSAL,20161021,,3,CL 20170705,IF
6902693,PSAL,20170814,,3,CP 20170825,IF
6903198,PSAL,20170607,,3,CL 20170612,IF
6903199,PSAL,20161023,,3,CL 20170106,IF
2900783,PSAL,20070709,,4,SensorProblem,IN
2902089,PRES,20131021,,3,VB 21/05/2015 PROVOR ProvBioII transmission anomaly,IN
2902089,PSAL,20131021,,3,VB 21/05/2015 PROVOR ProvBioII transmission anomaly,IN
2902089,TEMP,20131021,,3,VB 21/05/2015 PROVOR ProvBioII transmission anomaly,IN
1902179,PSAL,20160211,,4,sensor problem,JA
1902179,TEMP,20160422,,4,sensor problem,JA
29000,PSAL,20050301,,4,sensor probrem,JA
2900239,PSAL,20020818,,3,fresh drift,JA
2900334,PRES,20060723,,4,pressure sensor problem,JA
2900334,PSAL,20060723,,4,pressure sensor problem,JA
2900334,TEMP,20060723,,4,pressure sensor problem,JA
2900549,PSAL,20100716,,3,wrong value,JA
2900550,PSAL,20110402,,4,wrong value,JA
2900575,PSAL,20060420,20060501,3,fresh offset,JA
2900580,PSAL,20080622,,3,salty drift,JA
2900584,PSAL,20070407,20070919,3,fresh offset,JA
2900616,PRES,20060226,20060302,4,on surface,JA
2900616,PSAL,20060226,20060302,4,on surface,JA
2900616,TEMP,20060226,20060302,4,on surface,JA
2900667,PSAL,20070814,20070915,3,fresh offset,JA
2900678,PSAL,20061023,20061216,3,fresh offset,JA
2900731,PSAL,20080611,20080617,3,fresh offset,JA
2900928,PRES,20090130,,4,pressure sensor problem,JA
2900928,PSAL,20090130,,4,pressure sensor problem,JA
2900928,TEMP,20090130,,4,pressure sensor problem,JA
2900937,PRES,20110915,,4,pressure sensor problem,JA
2900937,PSAL,20110915,,4,pressure sensor problem,JA
2900937,TEMP,20110915,,4,pressure sensor problem,JA
2900941,PSAL,20090119,,3,fresh offset,JA
2900942,PSAL,20090119,,3,salty drift,JA
2900956,PSAL,20110605,20111202,3,salty drift,JA
2900992,PRES,20100727,,4,wrong value,JA
2900992,PSAL,20100727,,4,wrong value,JA
2900992,TEMP,20100727,,4,wrong value,JA
2901003,PRES,20121218,,4,on surface,JA
2901003,PSAL,20121218,,4,on surface,JA
2901003,TEMP,20121218,,4,on surface,JA
2901021,PSAL,20120601,,3,salty drift,JA
2901024,PRES,20120827,,4,on surface,JA
2901024,PSAL,20120827,,4,on surface,JA
2901024,TEMP,20120827,,4,on surface,JA
2901027,PSAL,20110926,,4,wrong value,JA
2901040,PRES,20111121,,4,pressure sensor problem,JA
2901040,PSAL,20111121,,4,pressure sensor problem,JA
2901040,TEMP,20111121,,4,pressure sensor problem,JA
2901054,PSAL,20111025,,3,fresh offset,JA
2901658,PSAL,20120121,,3,fresh offset,JA
2901678,PSAL,20130830,,4,sensor problem,JA
2901678,TEMP,20130830,,4,sensor problem,JA
2901682,PRES,20120523,,3,salty temp drift,JA
2901682,PSAL,20120523,,3,salty drift,JA
2901682,TEMP,20120523,,3,temp drift,JA
2901692,PSAL,20120607,,3,salty drift,JA
2902378,PSAL,20130111,,3,salty drift,JA
2902416,PSAL,20141002,,4,sensor problem,JA
2902425,PSAL,20150929,,3,salty drift,JA
2902426,PSAL,20130721,,3,salty drift,JA
2902428,PSAL,20150810,,3,salty drift,JA
2902429,PSAL,20130324,,4,sensor problem,JA
2902431,DOXY,20110509,,4,sensor problem,JA
2902431,PSAL,20110509,,4,sensor problem,JA
2902464,PSAL,20160212,,4,sensor problem,JA
2902465,PSAL,20151231,,4,sensor problem,JA
2902473,PSAL,20160118,,4,sensor problem,JA
2902478,PSAL,20140223,,4,sensor problem,JA
2902478,TEMP,20140223,,4,sensor problem,JA
2902487,PSAL,20140524,,4,fresh salinity offset,JA
2902498,PSAL,20140328,,4,sensor problem,JA
2902501,PSAL,20140928,,4,sensor problem,JA
2902503,PSAL,20140415,,4,sensor problem,JA
2902505,PSAL,20140323,,4,sensor problem,JA
2902505,TEMP,20140323,,3,sensor problem,JA
2902536,PRES,20151009,,4,sensor problem,JA
2902536,PSAL,20151009,,4,sensor problem,JA
2902536,TEMP,20151009,,4,sensor problem,JA
29027,TEMP,20000124,,4,sensor probrem,JA
2902945,PSAL,20160727,,3,salty drift,JA
2902965,PSAL,20160206,,4,sensor problem,JA
2902965,TEMP,20160611,,3,temp drift,JA
2902986,PRES,20161002,,4,sensor problem,JA
2902986,PSAL,20161002,,4,sensor problem,JA
2902986,TEMP,20161002,,4,sensor problem,JA
29032,PSAL,20010628,,3,salty drift,JA
29033,PSAL,20000711,,3,salty drift,JA
29036,PSAL,20010701,,3,salty drift,JA
29074,PSAL,20050825,,4,sensor probrem,JA
4900393,PSAL,20050824,20050903,3,Altimetric QC error,JA
4900945,PSAL,20110502,20110522,3,salinity drift,JA
4900947,PRES,20111118,,4,pressure sensor problem,JA
4900947,PSAL,20111118,,4,pressure sensor problem,JA
4900947,TEMP,20111118,,4,pressure sensor problem,JA
4901688,PSAL,20140618,,4,sensor problem,JA
4901688,TEMP,20140618,,4,sensor problem,JA
4901692,PSAL,20121129,,4,sensor problem,JA
4901695,PRES,20130317,20130526,4,pressure sensor problem,JA
4901695,PSAL,20130317,20130526,4,pressure sensor problem,JA
4901695,TEMP,20130317,20130526,4,pressure sensor problem,JA
4902374,PSAL,20170721,,4,sensor problem,JA
5900173,PSAL,20040501,,3,fresh offset,JA
5900268,PSAL,20060424,,3,salty drift,JA
5900283,PRES,20030817,,3,on shore,JA
5900283,PSAL,20030817,,3,on shore,JA
5900283,TEMP,20030817,,3,on shore,JA
5900309,PRES,20040311,,3,on shore,JA
5900309,PSAL,20040311,,3,on shore,JA
5900309,TEMP,20040311,,3,on shore,JA
5900451,PSAL,20020330,,3,fresh offset,JA
5900799,PSAL,20050118,,3,fresh offset,JA
5900812,PSAL,20061203,,3,salty drift,JA
5900923,PRES,20071103,,4,pressure sensor problem,JA
5900923,PSAL,20051015,20060211,3,fresh offset,JA
5900923,PSAL,20071103,,4,pressure sensor problem,JA
5900923,TEMP,20071103,,4,pressure sensor problem,JA
5901529,PSAL,20070314,,3,fresh offset,JA
5901560,PRES,20100509,,4,on shore,JA
5901560,PSAL,20100509,,4,on shore,JA
5901560,TEMP,20100509,,4,on shore,JA
5901581,PRES,20090305,,4,wrong value,JA
5901581,PSAL,20090305,,4,wrong value,JA
5901581,TEMP,20090305,,4,wrong value,JA
5901945,PSAL,20111202,,3,salty offset,JA
5901954,PRES,20100513,,4,wrong value,JA
5901954,PSAL,20100513,,4,wrong value,JA
5901954,TEMP,20100513,,4,wrong value,JA
5901955,PRES,20100817,,4,wrong value,JA
5901955,PSAL,20100817,,4,wrong value,JA
5901955,TEMP,20100817,,4,wrong value,JA
5901956,PRES,20100713,,4,wrong value,JA
5901956,PSAL,20100713,,4,wrong value,JA
5901956,TEMP,20100713,,4,wrong value,JA
5901960,PSAL,20130419,20130608,3,fresh offset,JA
5901994,PRES,20130707,,4,sensor problem,JA
5901994,PSAL,20130707,,4,sensor problem,JA
5901994,TEMP,20130707,,4,sensor problem,JA
5904874,PSAL,20130516,,4,sensor problem,JA
5904931,PSAL,20140222,,4,sensor problem,JA
5904931,TEMP,20140222,,4,sensor problem,JA
2900434,PRES,20071129,20090422,4,salinity drift,KM
2900434,PSAL,20071129,20090422,4,salinity drift,KM
2900434,TEMP,20071129,20090422,4,salinity drift,KM
2900440,PRES,20131028,20140424,4,sensor drift,KM
2900440,PSAL,20131028,20140424,4,sensor drift,KM
2900440,TEMP,20131028,20140424,4,sensor drift,KM
2900441,PRES,20121203,20130401,4,sensor drift,KM
2900441,PSAL,20121203,20130401,4,sensor drift,KM
2900441,TEMP,20121203,20130401,4,sensor drift,KM
2900635,PRES,20101010,20110418,4,salinity drift,KM
2900635,PSAL,20101010,20110418,4,salinity drift,KM
2900635,TEMP,20101010,20110418,4,salinity drift,KM
2900638,PRES,20140903,20141015,4,sensor drift,KM
2900638,PSAL,20140903,20141015,4,sensor drift,KM
2900638,TEMP,20140903,20141015,4,sensor drift,KM
2900890,PRES,20090116,20110615,4,sensor problem,KM
2900890,PSAL,20090116,20110615,4,sensor problem,KM
2900890,TEMP,20090116,20110615,4,sensor problem,KM
2900603,PRES,20060717,,3,hit bottom and bad data after returned ,KO
2900603,PSAL,20060717,,3,hit bottom and bad data after returned ,KO
2900603,TEMP,20060717,,3,hit bottom and bad data after returned ,KO
2901204,PRES,20101022,,3,hit bottom and bad data after returned ,KO
2901204,PSAL,20101022,,3,hit bottom and bad data after returned ,KO
2901204,TEMP,20101022,,3,hit bottom and bad data after returned ,KO
2901209,PRES,20121001,,3,hit bottom and bad data after returned ,KO
2901209,PSAL,20121001,,3,hit bottom and bad data after returned ,KO
2901209,TEMP,20121001,,3,hit bottom and bad data after returned ,KO
4900632,PRES,20060907,,4,TNPD problem,ME
4900632,PSAL,20060907,,4,TNPD problem,ME
4900632,TEMP,20060907,,4,TNPD problem,ME
4901108,PRES,20090907,,4,TNPD problem,ME
4901108,PSAL,20090907,,4,TNPD problem,ME
4901108,TEMP,20090907,,4,TNPD problem,ME
4901188,PSAL,20161101,,2,Salinity drift,ME
4901777,PSAL,20170111,,3,Salinity drift,ME
4901790,PSAL,20170810,,2,Salinity drift,ME
4901824,PSAL,20161217,,4,Salinity drift,ME
4901824,TEMP,20161217,,4,Temperature drift,ME
